index,NDA,BR,ID1,ID2,ID3,ID4
98,2,4.072383e-05,-15,-15,0,0
98,2,6.488573e-06,-15,-11,0,0
98,2,6.278009e-07,-11,-11,0,0
98,2,4.454982e-07,-13,-11,0,0
98,3,0.3401969,-3,4,24,0
98,3,0.3235714,-1,2,24,0
98,3,0.1170162,-15,16,24,0
98,3,0.1093527,-13,14,24,0
98,3,0.1064919,-11,12,24,0
98,4,0.00262791,-3,-3,4,4
98,4,0.0005546718,-15,-15,16,16
99,2,0.3905638,-13,-13,0,0
99,2,0.3513957,-15,-13,0,0
99,2,0.2156939,-15,-15,0,0
99,2,0.03437358,-15,-11,0,0
99,2,0.003326335,-11,-11,0,0
99,2,0.00236047,-13,-11,0,0
99,3,0.0009946134,-3,4,24,0
99,3,0.0004358721,-15,16,24,0
99,4,0.0008557421,-3,-3,4,4
104,2,0.3810983,-13,-13,0,0
104,2,0.3428341,-15,-13,0,0
104,2,0.2104213,-15,-15,0,0
104,2,0.03353703,-15,-11,0,0
104,2,0.003245839,-11,-11,0,0
104,2,0.002303407,-13,-11,0,0
104,3,0.0008787684,-3,4,24,0
104,3,0.0006876209,-1,2,24,0
104,3,0.000329922,-15,16,24,0
104,4,0.02041384,-3,-3,4,4
104,4,0.00424984,-15,-15,16,16
109,2,0.008203606,-13,-13,0,0
109,2,0.007381909,-15,-13,0,0
109,2,0.004532117,-15,-15,0,0
109,2,0.0007221117,-15,-11,0,0
109,2,6.987071e-05,-11,-11,0,0
109,2,4.958284e-05,-13,-11,0,0
109,3,0.330199,-3,4,24,0
109,3,0.3178978,-1,2,24,0
109,3,0.1155605,-15,16,24,0
109,3,0.1065027,-13,14,24,0
109,3,0.1055605,-11,12,24,0
109,4,0.002738759,-3,-3,4,4
109,4,0.0005815917,-15,-15,16,16
110,2,0.0001154372,-13,-13,0,0
110,2,0.0001038886,-15,-13,0,0
110,2,6.378971e-05,-15,-15,0,0
110,2,1.016308e-05,-15,-11,0,0
110,2,9.832575e-07,-11,-11,0,0
110,2,6.97715e-07,-13,-11,0,0
110,3,0.3430832,-3,4,24,0
110,3,0.3170366,-1,2,24,0
110,3,0.1245933,-15,16,24,0
110,3,0.1067806,-11,12,24,0
110,3,0.1051857,-13,14,24,0
110,4,0.003025577,-3,-3,4,4
112,2,0.3845954,-13,-13,0,0
112,2,0.3459925,-15,-13,0,0
112,2,0.212367,-15,-15,0,0
112,2,0.03384592,-15,-11,0,0
112,2,0.003275658,-11,-11,0,0
112,2,0.002324469,-13,-11,0,0
112,3,0.00062594,-3,4,24,0
112,3,0.0003082456,-15,16,24,0
112,4,0.01373119,-3,-3,4,4
112,4,0.002933662,-15,-15,16,16
118,2,0.06114487,-13,-13,0,0
118,2,0.05500799,-15,-13,0,0
118,2,0.03376357,-15,-15,0,0
118,2,0.005380993,-15,-11,0,0
118,2,0.0005207738,-11,-11,0,0
118,2,0.0003695504,-13,-11,0,0
118,3,0.2699203,-1,2,24,0
118,3,0.2557345,-3,4,24,0
118,3,0.08961263,-13,14,24,0
118,3,0.08730659,-11,12,24,0
118,3,0.0819012,-15,16,24,0
118,4,0.04885566,-3,-3,4,4
118,4,0.01048136,-15,-15,16,16
119,2,0.2048427,-13,-13,0,0
119,2,0.1843518,-15,-13,0,0
119,2,0.1131863,-15,-15,0,0
119,2,0.01803288,-15,-11,0,0
119,2,0.001744711,-11,-11,0,0
119,2,0.001238075,-13,-11,0,0
119,3,0.2534616,-3,4,24,0
119,3,0.1580474,-15,16,24,0
119,3,0.01449394,-1,2,24,0
119,3,0.005338576,-13,14,24,0
119,3,0.004819009,-11,12,24,0
119,4,0.033327,-3,-3,4,4
119,4,0.007116002,-15,-15,16,16
120,2,0.3852434,-13,-13,0,0
120,2,0.3466532,-15,-13,0,0
120,2,0.2128079,-15,-15,0,0
120,2,0.03390978,-15,-11,0,0
120,2,0.00328133,-11,-11,0,0
120,2,0.002328392,-13,-11,0,0
120,3,0.006948754,-3,4,24,0
120,3,0.003936511,-15,16,24,0
120,3,0.0015167,-1,2,24,0
120,4,0.002783648,-3,-3,4,4
120,4,0.0005904572,-15,-15,16,16
121,2,5.731742e-06,-13,-13,0,0
121,2,5.158325e-06,-15,-13,0,0
121,2,3.167307e-06,-15,-15,0,0
121,2,5.045998e-07,-15,-11,0,0
121,2,4.881671e-08,-11,-11,0,0
121,2,3.464274e-08,-13,-11,0,0
121,3,0.3396837,-3,4,24,0
121,3,0.3250994,-1,2,24,0
121,3,0.1170845,-15,16,24,0
121,3,0.1083604,-11,12,24,0
121,3,0.1083462,-13,14,24,0
121,4,0.001411242,-3,-3,4,4
122,2,0.3916642,-13,-13,0,0
122,2,0.352153,-15,-13,0,0
122,2,0.216031,-15,-15,0,0
122,2,0.03444865,-15,-11,0,0
122,2,0.003335866,-11,-11,0,0
122,2,0.00236719,-13,-11,0,0
125,2,0.3897366,-13,-13,0,0
125,2,0.3505974,-15,-13,0,0
125,2,0.2151722,-15,-15,0,0
125,2,0.03429596,-15,-11,0,0
125,2,0.003319564,-11,-11,0,0
125,2,0.002355625,-13,-11,0,0
125,4,0.003719919,-3,-3,4,4
125,4,0.000802725,-15,-15,16,16
126,2,0.002097477,-13,-13,0,0
126,2,0.001886536,-15,-13,0,0
126,2,0.001157765,-15,-15,0,0
126,2,0.0001845553,-15,-11,0,0
126,2,1.786489e-05,-11,-11,0,0
126,2,1.267695e-05,-13,-11,0,0
126,4,0.3166164,-3,-1,2,4
126,4,0.1567111,-15,-3,4,16
126,4,0.1310245,-15,-1,2,16
126,4,0.1066626,-11,-3,4,12
126,4,0.106659,-13,-3,4,14
126,4,0.07879428,-3,-3,4,4
126,4,0.04378411,-15,-11,12,16
126,4,0.04355389,-15,-13,14,16
126,4,0.0108373,-15,-15,16,16
127,2,0.3915736,-13,-13,0,0
127,2,0.3521762,-15,-13,0,0
127,2,0.2160985,-15,-15,0,0
127,2,0.03445007,-15,-11,0,0
127,2,0.003335077,-11,-11,0,0
127,2,0.002366626,-13,-11,0,0
130,2,0.390771,-13,-13,0,0
130,2,0.3514962,-15,-13,0,0
130,2,0.2157193,-15,-15,0,0
130,2,0.03438425,-15,-11,0,0
130,2,0.003328261,-11,-11,0,0
130,2,0.002361763,-13,-11,0,0
130,4,0.001600115,-3,-3,4,4
130,4,0.0003390729,-15,-15,16,16
131,2,0.3917118,-13,-13,0,0
131,2,0.352144,-15,-13,0,0
131,2,0.2159926,-15,-15,0,0
131,2,0.03444783,-15,-11,0,0
131,2,0.003336282,-11,-11,0,0
131,2,0.00236749,-13,-11,0,0
136,2,0.391583,-13,-13,0,0
136,2,0.3521692,-15,-13,0,0
136,2,0.2160956,-15,-15,0,0
136,2,0.0344503,-15,-11,0,0
136,2,0.003335177,-11,-11,0,0
136,2,0.002366774,-13,-11,0,0
138,2,0.001206369,-13,-13,0,0
138,2,0.001085562,-15,-13,0,0
138,2,0.0006664867,-15,-15,0,0
138,2,0.0001061902,-15,-11,0,0
138,2,1.027501e-05,-11,-11,0,0
138,2,7.291349e-06,-13,-11,0,0
138,3,0.3528824,-3,4,24,0
138,3,0.2970902,-1,2,24,0
138,3,0.1338965,-15,16,24,0
138,3,0.1005536,-13,14,24,0
138,3,0.09792107,-11,12,24,0
138,4,0.01199909,-3,-3,4,4
138,4,0.00257489,-15,-15,16,16
139,2,0.3917098,-13,-13,0,0
139,2,0.3521446,-15,-13,0,0
139,2,0.2159943,-15,-15,0,0
139,2,0.03444744,-15,-11,0,0
139,2,0.003336293,-11,-11,0,0
139,2,0.002367507,-13,-11,0,0
142,2,0.001527999,-13,-13,0,0
142,2,0.00137504,-15,-13,0,0
142,2,0.0008442406,-15,-15,0,0
142,2,0.000134512,-15,-11,0,0
142,2,1.301409e-05,-11,-11,0,0
142,2,9.235129e-06,-13,-11,0,0
142,3,0.33895,-3,4,24,0
142,3,0.3252042,-1,2,24,0
142,3,0.1161956,-15,16,24,0
142,3,0.1075105,-13,14,24,0
142,3,0.1065872,-11,12,24,0
142,4,0.001648418,-3,-3,4,4
143,2,0.0001379041,-13,-13,0,0
143,2,0.000124087,-15,-13,0,0
143,2,7.617295e-05,-15,-15,0,0
143,2,1.213783e-05,-15,-11,0,0
143,2,1.174588e-06,-11,-11,0,0
143,2,8.334922e-07,-13,-11,0,0
143,3,0.3345696,-3,4,24,0
143,3,0.3298406,-1,2,24,0
143,3,0.1117356,-15,16,24,0
143,3,0.1112385,-13,14,24,0
143,3,0.1087147,-11,12,24,0
143,4,0.002929778,-3,-3,4,4
143,4,0.0006188734,-15,-15,16,16
146,2,0.3722919,-13,-13,0,0
146,2,0.3349721,-15,-13,0,0
146,2,0.2056287,-15,-15,0,0
146,2,0.03276737,-15,-11,0,0
146,2,0.003170836,-11,-11,0,0
146,2,0.002250111,-13,-11,0,0
146,3,0.01643414,-3,4,24,0
146,3,0.009125449,-15,16,24,0
146,3,0.00447485,-1,2,24,0
146,3,0.001511357,-13,14,24,0
146,3,0.001445965,-11,12,24,0
146,4,0.01314251,-3,-3,4,4
146,4,0.002784756,-15,-15,16,16
150,2,0.3919649,-13,-13,0,0
150,2,0.3520953,-15,-13,0,0
150,2,0.2157899,-15,-15,0,0
150,2,0.03444246,-15,-11,0,0
150,2,0.003338432,-11,-11,0,0
150,2,0.00236898,-13,-11,0,0
158,2,0.000108854,-13,-13,0,0
158,2,9.794463e-05,-15,-13,0,0
158,2,6.012864e-05,-15,-15,0,0
158,2,9.58153e-06,-15,-11,0,0
158,2,9.271192e-07,-11,-11,0,0
158,2,6.579175e-07,-13,-11,0,0
158,3,0.3338834,-1,2,24,0
158,3,0.333231,-3,4,24,0
158,3,0.1114138,-15,16,24,0
158,3,0.1107931,-13,14,24,0
158,3,0.1082198,-11,12,24,0
158,4,0.001801322,-3,-3,4,4
158,4,0.000379519,-15,-15,16,16
162,2,0.3252141,-13,-13,0,0
162,2,0.29262,-15,-13,0,0
162,2,0.1796372,-15,-15,0,0
162,2,0.02862451,-15,-11,0,0
162,2,0.002769864,-11,-11,0,0
162,2,0.001965556,-13,-11,0,0
162,3,0.06615442,-3,4,24,0
162,3,0.03554899,-15,16,24,0
162,3,0.02268245,-1,2,24,0
162,3,0.007635297,-13,14,24,0
162,3,0.007345525,-11,12,24,0
162,4,0.02455654,-3,-3,4,4
162,4,0.005245557,-15,-15,16,16
173,2,0.0001175595,-13,-13,0,0
173,2,0.0001057815,-15,-13,0,0
173,2,6.494134e-05,-15,-15,0,0
173,2,1.034779e-05,-15,-11,0,0
173,2,1.001272e-06,-11,-11,0,0
173,2,7.105058e-07,-13,-11,0,0
173,3,0.3386872,-3,4,24,0
173,3,0.3241831,-1,2,24,0
173,3,0.1159166,-15,16,24,0
173,3,0.1094861,-13,14,24,0
173,3,0.1069839,-11,12,24,0
173,4,0.003661571,-3,-3,4,4
173,4,0.0007812025,-15,-15,16,16
174,2,0.3917126,-13,-13,0,0
174,2,0.3521467,-15,-13,0,0
174,2,0.2159894,-15,-15,0,0
174,2,0.03444761,-15,-11,0,0
174,2,0.003336279,-11,-11,0,0
174,2,0.002367462,-13,-11,0,0
176,2,0.02426226,-13,-13,0,0
176,2,0.0218321,-15,-13,0,0
176,2,0.01340378,-15,-15,0,0
176,2,0.002135657,-15,-11,0,0
176,2,0.0002066427,-11,-11,0,0
176,2,0.0001466386,-13,-11,0,0
176,3,0.3215129,-3,4,24,0
176,3,0.29678,-1,2,24,0
176,3,0.1156653,-15,16,24,0
176,3,0.09950546,-13,14,24,0
176,3,0.09856415,-11,12,24,0
176,4,0.004923707,-3,-3,4,4
176,4,0.001061359,-15,-15,16,16
177,2,0.3922259,-13,-13,0,0
177,2,0.352039,-15,-13,0,0
177,2,0.215585,-15,-15,0,0
177,2,0.03443885,-15,-11,0,0
177,2,0.003340706,-11,-11,0,0
177,2,0.002370532,-13,-11,0,0
181,2,1.40702e-05,-13,-13,0,0
181,2,1.266283e-05,-15,-13,0,0
181,2,7.775217e-06,-15,-15,0,0
181,2,1.23869e-06,-15,-11,0,0
181,2,1.198375e-07,-11,-11,0,0
181,2,8.504051e-08,-13,-11,0,0
181,3,0.3379927,-3,4,24,0
181,3,0.3255147,-1,2,24,0
181,3,0.1174207,-15,16,24,0
181,3,0.1098007,-11,12,24,0
181,3,0.1079168,-13,14,24,0
181,4,0.001318506,-3,-3,4,4
189,2,0.3905337,-13,-13,0,0
189,2,0.3513804,-15,-13,0,0
189,2,0.2157024,-15,-15,0,0
189,2,0.03437248,-15,-11,0,0
189,2,0.003326172,-11,-11,0,0
189,2,0.002360347,-13,-11,0,0
189,3,0.0008812589,-3,4,24,0
189,3,0.0005203648,-15,16,24,0
189,4,0.0009228815,-3,-3,4,4
197,2,0.3915908,-13,-13,0,0
197,2,0.3521705,-15,-13,0,0
197,2,0.2160868,-15,-15,0,0
197,2,0.03445001,-15,-11,0,0
197,2,0.003335218,-11,-11,0,0
197,2,0.002366744,-13,-11,0,0
198,2,0.3757331,-13,-13,0,0
198,2,0.337991,-15,-13,0,0
198,2,0.2074238,-15,-15,0,0
198,2,0.03306281,-15,-11,0,0
198,2,0.003200195,-11,-11,0,0
198,2,0.002271016,-13,-11,0,0
198,3,2.338155e-05,-3,4,24,0
198,4,0.03336326,-3,-3,4,4
198,4,0.006931376,-15,-15,16,16
199,2,0.0002534211,-13,-13,0,0
199,2,0.000228067,-15,-13,0,0
199,2,0.0001400283,-15,-15,0,0
199,2,2.23099e-05,-15,-11,0,0
199,2,2.158354e-06,-11,-11,0,0
199,2,1.531645e-06,-13,-11,0,0
199,3,0.3395052,-3,4,24,0
199,3,0.3261771,-1,2,24,0
199,3,0.1177715,-15,16,24,0
199,3,0.1079228,-11,12,24,0
199,3,0.106686,-13,14,24,0
199,4,0.001289873,-3,-3,4,4
205,2,0.3920248,-13,-13,0,0
205,2,0.3520829,-15,-13,0,0
205,2,0.2157423,-15,-15,0,0
205,2,0.03444164,-15,-11,0,0
205,2,0.003338964,-11,-11,0,0
205,2,0.002369379,-13,-11,0,0
206,2,0.3179188,-13,-13,0,0
206,2,0.2860991,-15,-13,0,0
206,2,0.1756549,-15,-15,0,0
206,2,0.02798699,-15,-11,0,0
206,2,0.002707819,-11,-11,0,0
206,2,0.001921505,-13,-11,0,0
206,3,0.08924877,-3,4,24,0
206,3,0.05085818,-15,16,24,0
206,3,0.02030004,-1,2,24,0
206,3,0.00686647,-13,14,24,0
206,3,0.006793952,-11,12,24,0
206,4,0.01124593,-3,-3,4,4
206,4,0.002397524,-15,-15,16,16
209,2,0.0007089662,-13,-13,0,0
209,2,0.0006380321,-15,-13,0,0
209,2,0.0003917298,-15,-15,0,0
209,2,6.241388e-05,-15,-11,0,0
209,2,6.038451e-06,-11,-11,0,0
209,2,4.285081e-06,-13,-11,0,0
209,3,0.3415577,-3,4,24,0
209,3,0.3202962,-1,2,24,0
209,3,0.1212811,-15,16,24,0
209,3,0.1070755,-11,12,24,0
209,3,0.1053209,-13,14,24,0
209,4,0.002657219,-3,-3,4,4
212,2,0.392376,-13,-13,0,0
212,2,0.3520186,-15,-13,0,0
212,2,0.2154562,-15,-15,0,0
212,2,0.03443573,-15,-11,0,0
212,2,0.003342052,-11,-11,0,0
212,2,0.002371421,-13,-11,0,0
214,2,0.007876569,-13,-13,0,0
214,2,0.007087473,-15,-13,0,0
214,2,0.004351163,-15,-15,0,0
214,2,0.0006933286,-15,-11,0,0
214,2,6.708858e-05,-11,-11,0,0
214,2,4.760616e-05,-13,-11,0,0
214,3,0.3300737,-3,4,24,0
214,3,0.3175537,-1,2,24,0
214,3,0.1149277,-15,16,24,0
214,3,0.1063206,-11,12,24,0
214,3,0.1048267,-13,14,24,0
214,4,0.005093318,-3,-3,4,4
214,4,0.001080955,-15,-15,16,16
218,2,0.392003,-13,-13,0,0
218,2,0.3520875,-15,-13,0,0
218,2,0.2157592,-15,-15,0,0
218,2,0.03444225,-15,-11,0,0
218,2,0.003338742,-11,-11,0,0
218,2,0.002369226,-13,-11,0,0
227,2,5.169279e-05,-13,-13,0,0
227,2,4.652083e-05,-15,-13,0,0
227,2,2.856392e-05,-15,-15,0,0
227,2,4.55076e-06,-15,-11,0,0
227,2,4.402756e-07,-11,-11,0,0
227,2,3.124261e-07,-13,-11,0,0
227,3,0.3713271,-3,4,24,0
227,3,0.2867752,-1,2,24,0
227,3,0.1478532,-15,16,24,0
227,3,0.09776576,-11,12,24,0
227,3,0.09614667,-13,14,24,0
